Contig	Organism	Chromosome	Gene	Start	End	Direction
NT_011669	Homo sapiens	"X"	3612372	3614175	LOC645430	complement
NT_011669	Homo sapiens	"X"	3700651	3805219	HEPH	coding
NT_011669	Homo sapiens	"X"	3978567	3979278	GPR165P	coding
NT_011669	Homo sapiens	"X"	4035629	4037254	LOC402408	coding
NT_011669	Homo sapiens	"X"	4133467	4153861	EDA2R	complement
NT_011669	Homo sapiens	"X"	5081862	5262107	AR	coding
NT_011669	Homo sapiens	"X"	5580703	5971635	OPHN1	complement
NT_011669	Homo sapiens	"X"	5607907	5609676	PGK1P1	complement
NT_011669	Homo sapiens	"X"	6036874	6070289	YIPF6	coding
NT_011669	Homo sapiens	"X"	6185499	6263666	STARD8	coding
NT_011669	Homo sapiens	"X"	6321204	6324262	SERBP1P	coding
NT_011669	Homo sapiens	"X"	6366819	6379991	EFNB1	coding
NT_011669	Homo sapiens	"X"	6698685	6703328	PJA1	complement
NT_011669	Homo sapiens	"X"	7023172	7023483	CYCSP43	complement
NT_011669	Homo sapiens	"X"	7043066	7070339	TMEM28	coding
NT_011669	Homo sapiens	"X"	7153899	7577310	EDA	coding
NT_011669	Homo sapiens	"X"	7223939	7827860	PDZD11	complement
NT_011669	Homo sapiens	"X"	7578380	7587776	DGAT2L4	complement
NT_011669	Homo sapiens	"X"	7600329	7602017	OTUD6A	coding
NT_011669	Homo sapiens	"X"	7671306	7704162	IGBP1	coding
NT_011669	Homo sapiens	"X"	7715324	7743541	DGAT2L6	coding
NT_011669	Homo sapiens	"X"	7772534	7778128	DGAT2L3	coding
NT_011669	Homo sapiens	"X"	7796004	7797642	P2RY4	complement
NT_011669	Homo sapiens	"X"	7806190	7819678	ARR3	coding
NT_011669	Homo sapiens	"X"	7820056	7822840	RAB41	coding
NT_011669	Homo sapiens	"X"	7827950	7968809	KIF4A	coding
NT_011669	Homo sapiens	"X"	7960979	7971219	GDPD2	coding
NT_011669	Homo sapiens	"X"	7982807	8040521	DLG3	coding
NT_011669	Homo sapiens	"X"	8066778	8446555	TEX11	complement
NT_011669	Homo sapiens	"X"	8463417	8468918	SLC7A3	complement
NT_011669	Homo sapiens	"X"	8468731	8501131	LOC653658	coding
NT_011669	Homo sapiens	"X"	8554366	8554518	LOC729380	complement
NT_011669	Homo sapiens	"X"	8598776	8606219	SNX12	complement
NT_011669	Homo sapiens	"X"	8634198	8641372	MLLT7	coding
NT_011669	Homo sapiens	"X"	8641825	8644408	LOC158830	complement
NT_011669	Homo sapiens	"X"	8645247	8649391	IL2RG	complement
NT_011669	Homo sapiens	"X"	8656561	8680135	MED12	coding
NT_011669	Homo sapiens	"X"	8682699	8709039	NLGN3	coding
NT_011669	Homo sapiens	"X"	8761064	8763032	GJB1	coding
NT_011669	Homo sapiens	"X"	8777462	8792411	ZMYM3	complement
NT_011669	Homo sapiens	"X"	8821455	8839006	NONO	coding
NT_011669	Homo sapiens	"X"	8839616	8843192	ITGB1BP2	coding
NT_011669	Homo sapiens	"X"	8890256	8890829	LOC392489	coding
NT_011669	Homo sapiens	"X"	8904102	9002288	TAF1	coding
NT_011669	Homo sapiens	"X"	9029517	9030287	INGX	complement
NT_011669	Homo sapiens	"X"	9070921	9113728	OGT	coding
NT_011669	Homo sapiens	"X"	9116232	9117219	LOC729413	complement
NT_011669	Homo sapiens	"X"	9116249	9151421	ACRC	coding
NT_011669	Homo sapiens	"X"	9153754	9156355	CXCR3	complement
NT_011669	Homo sapiens	"X"	9582247	9582812	RPS26L1	coding
NT_011669	Homo sapiens	"X"	9664951	9669739	RGAG4	complement
NT_011669	Homo sapiens	"X"	9671487	9679200	LOC340527	coding
NT_011669	Homo sapiens	"X"	9679628	9681412	LOC645914	coding
NT_011669	Homo sapiens	"X"	9682022	9699587	FLJ44635	coding
NT_011669	Homo sapiens	"X"	9719514	9735929	PIN4	coding
NT_011669	Homo sapiens	"X"	9742495	9776846	FLJ20105	complement
NT_011669	Homo sapiens	"X"	9810441	9815129	RPS4X	complement
NT_011669	Homo sapiens	"X"	9839488	9844778	CITED1	complement
NT_011669	Homo sapiens	"X"	9867354	10110641	HDAC8	complement
NT_011669	Homo sapiens	"X"	10118466	10251875	PHKA1	complement
NT_011669	Homo sapiens	"X"	10265790	10266634	LOC645938	complement
NT_011669	Homo sapiens	"X"	10311868	10316907	LOC729488	coding
NT_011669	Homo sapiens	"X"	10314821	10386624	LOC728656	coding
NT_011669	Homo sapiens	"X"	10315449	10315748	LOC653687	coding
NT_011669	Homo sapiens	"X"	10409851	10415686	DMRTC1	complement
NT_011669	Homo sapiens	"X"	10479556	10481505	CXorf50	complement
NT_011669	Homo sapiens	"X"	10538861	10543539	LOC645974	coding
NT_011669	Homo sapiens	"X"	10615103	10617339	LOC340529	complement
NT_011669	Homo sapiens	"X"	10663864	10665907	NAP1L6	complement
NT_011669	Homo sapiens	"X"	10750142	10752672	NAP1L2	complement
NT_011669	Homo sapiens	"X"	10763114	10813343	LOC646016	coding
NT_011669	Homo sapiens	"X"	10985078	10992409	CDX4	coding
NT_011669	Homo sapiens	"X"	11062713	11063986	LOC139201	complement
NT_011669	Homo sapiens	"X"	11101032	11222234	CHIC1	coding
NT_011669	Homo sapiens	"X"	11307071	11308246	LOC389873	coding
NT_011669	Homo sapiens	"X"	11358483	11390576	XIST	complement
NT_011669	Homo sapiens	"X"	11569284	11569662	RPSAP14	coding
NT_011669	Homo sapiens	"X"	11598364	11604121	LOC646056	coding
NT_011669	Homo sapiens	"X"	11607042	11608654	LOC554203	coding
NT_011669	Homo sapiens	"X"	11643398	11646482	LOC260337	coding
NT_011669	Homo sapiens	"X"	11696976	11700722	MKRNP1	complement
NT_011669	Homo sapiens	"X"	11723743	11724978	BMP2KL	coding
NT_011669	Homo sapiens	"X"	11740609	11742479	LOC646080	coding
NT_011669	Homo sapiens	"X"	11842013	11842854	ZCCHC13	coding
NT_011669	Homo sapiens	"X"	11913948	11914708	LOC392497	complement
NT_011669	Homo sapiens	"X"	11933792	11935546	LOC728748	complement
NT_011669	Homo sapiens	"X"	11936696	11937373	LOC729553	complement
NT_011669	Homo sapiens	"X"	11947341	11947923	LOC646108	coding
NT_011669	Homo sapiens	"X"	11959073	12071738	SLC16A2	coding
NT_011669	Homo sapiens	"X"	12120407	12121370	PABPCP3	complement
NT_011669	Homo sapiens	"X"	12128028	12152431	RNF12	complement
NT_011669	Homo sapiens	"X"	12271400	12462972	KIAA2022	complement
NT_011669	Homo sapiens	"X"	12591093	12694120	ABCB7	complement
NT_011669	Homo sapiens	"X"	12811949	12842422	RP11-311P8.3	coding
NT_011669	Homo sapiens	"X"	12864585	12897278	LOC646127	complement
NT_011669	Homo sapiens	"X"	12910049	13060863	ZDHHC15	complement
NT_011669	Homo sapiens	"X"	12922127	12922697	LOC728782	coding
NT_011669	Homo sapiens	"X"	13120455	13121228	BRAF2	coding
NT_011669	Homo sapiens	"X"	13278654	13284821	LOC286495	complement
NT_011669	Homo sapiens	"X"	13320811	13323059	MAGEE2	complement
NT_011669	Homo sapiens	"X"	13567291	13569731	LOC641378	coding
NT_011669	Homo sapiens	"X"	13710436	13715699	CXorf26	coding
NT_011669	Homo sapiens	"X"	13872907	13873910	LDHBP	complement
NT_011669	Homo sapiens	"X"	13965784	13969411	MAGEE1	coding
NT_011669	Homo sapiens	"X"	14193817	14194164	LOC646193	complement
